,competitiveStats.awards.cards,competitiveStats.awards.medals,competitiveStats.awards.medalsBronze,competitiveStats.awards.medalsGold,competitiveStats.awards.medalsSilver,competitiveStats.careerStats.allHeroes.assists.defensiveAssists,competitiveStats.careerStats.allHeroes.assists.healingDone,competitiveStats.careerStats.allHeroes.assists.offensiveAssists,competitiveStats.careerStats.allHeroes.average.allDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.barrierDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.deathsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.eliminationsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.finalBlowsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.healingDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.heroDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.objectiveKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.soloKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.best.allDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.barrierDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.defensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.eliminationsMostInGame,competitiveStats.careerStats.allHeroes.best.finalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.healingDoneMostInGame,competitiveStats.careerStats.allHeroes.best.heroDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.killsStreakBest,competitiveStats.careerStats.allHeroes.best.meleeFinalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.multikillsBest,competitiveStats.careerStats.allHeroes.best.objectiveKillsMostInGame,competitiveStats.careerStats.allHeroes.best.offensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.soloKillsMostInGame,competitiveStats.careerStats.allHeroes.best.turretsDestroyedMostInGame,competitiveStats.careerStats.allHeroes.combat.barrierDamageDone,competitiveStats.careerStats.allHeroes.combat.damageDone,competitiveStats.careerStats.allHeroes.combat.deaths,competitiveStats.careerStats.allHeroes.combat.eliminations,competitiveStats.careerStats.allHeroes.combat.finalBlows,competitiveStats.careerStats.allHeroes.combat.heroDamageDone,competitiveStats.careerStats.allHeroes.combat.meleeFinalBlows,competitiveStats.careerStats.allHeroes.combat.multikills,competitiveStats.careerStats.allHeroes.combat.objectiveKills,competitiveStats.careerStats.allHeroes.combat.soloKills,competitiveStats.careerStats.allHeroes.game.gamesLost,competitiveStats.careerStats.allHeroes.game.gamesPlayed,competitiveStats.careerStats.allHeroes.game.gamesTied,competitiveStats.careerStats.allHeroes.game.gamesWon,competitiveStats.careerStats.allHeroes.matchAwards.cards,competitiveStats.careerStats.allHeroes.matchAwards.medals,competitiveStats.careerStats.allHeroes.matchAwards.medalsBronze,competitiveStats.careerStats.allHeroes.matchAwards.medalsGold,competitiveStats.careerStats.allHeroes.matchAwards.medalsSilver,competitiveStats.games.played,competitiveStats.games.won,gamesWon,level,prestige
243,43.0,262.0,56.0,121.0,85.0,579.0,307035.0,506.0,12436.0,3902.0,6.45,19.79,9.96,2893.0,8223.0,8.66,1.62,34301.0,15910.0,50.0,58.0,32.0,19365.0,23684.0,27.0,2.0,4.0,30.0,44.0,32.0,10.0,414058.0,872591.0,684.0,2100.0,1057.0,872591.0,15.0,12.0,919.0,172.0,41.0,96.0,2.0,53.0,43.0,262.0,56.0,121.0,85.0,96.0,53.0,872.0,85.0,2.0
5777,9.0,83.0,29.0,30.0,24.0,98.0,1079.0,58.0,10636.0,2889.0,6.24,19.19,12.1,27.83,7709.0,4.85,3.58,23319.0,11617.0,26.0,42.0,31.0,623.0,17821.0,15.0,1.0,3.0,13.0,5.0,31.0,4.0,112019.0,298906.0,242.0,744.0,469.0,298906.0,4.0,5.0,188.0,139.0,17.0,35.0,1.0,17.0,9.0,83.0,29.0,30.0,24.0,35.0,17.0,1029.0,14.0,4.0
3502,8.0,57.0,24.0,5.0,28.0,15.0,9076.0,37.0,7614.0,1366.0,10.1,15.16,9.71,197.0,6118.0,3.61,3.82,18669.0,5981.0,14.0,35.0,25.0,6354.0,13777.0,12.0,4.0,3.0,12.0,7.0,25.0,5.0,62900.0,281719.0,465.0,698.0,447.0,281719.0,35.0,6.0,166.0,176.0,28.0,44.0,3.0,13.0,8.0,57.0,24.0,5.0,28.0,44.0,13.0,1006.0,89.0,2.0
12789,2.0,12.0,6.0,3.0,3.0,48.0,28312.0,23.0,8861.0,2671.0,3.98,15.4,5.19,4898.0,5913.0,4.67,0.52,20036.0,9158.0,30.0,24.0,10.0,16388.0,12058.0,10.0,1.0,4.0,6.0,13.0,10.0,4.0,15437.0,34181.0,23.0,89.0,30.0,34181.0,1.0,1.0,27.0,3.0,8.0,5.0,2.0,4.0,2.0,12.0,6.0,3.0,3.0,5.0,4.0,569.0,83.0,2.0
835,0.0,2.0,0.0,0.0,0.0,98.0,210.0,58.0,6840.0,2235.0,10.3,16.7,6.89,432.0,4606.0,6.0,1.13,3322.0,1085.0,26.0,39.0,19.0,210.0,2237.0,16.0,2.0,4.0,18.0,13.0,19.0,4.0,1085.0,2237.0,5.0,250.0,100.0,2237.0,7.0,6.0,98.0,20.5,8.0,15.0,2.0,10.0,7.0,2.0,13.0,16.0,13.0,0.0,0.0,329.0,50.0,1.0
5598,9.0,102.0,36.0,37.0,29.0,60.0,32127.0,52.0,12596.0,3670.0,9.43,18.14,9.97,564.0,8627.0,6.41,1.91,31186.0,13520.0,44.0,50.0,38.0,19392.0,23821.0,15.0,1.0,4.0,21.0,28.0,38.0,4.0,209021.0,491283.0,537.0,1033.0,568.0,491283.0,1.0,5.0,365.0,109.0,25.0,45.0,2.0,18.0,9.0,102.0,36.0,37.0,29.0,45.0,18.0,1431.0,66.0,5.0
967,25.0,84.0,19.0,37.0,28.0,965.0,391514.0,425.0,3255.0,967.0,6.22,6.49,2.32,7702.0,2225.0,2.54,0.3,27224.0,15328.0,57.0,27.0,13.0,19407.0,11491.0,13.0,1.0,3.0,16.0,35.0,13.0,4.0,49150.0,113097.0,316.0,330.0,118.0,113097.0,4.0,7.0,129.0,15.0,23.0,45.0,1.0,21.0,25.0,84.0,19.0,37.0,28.0,45.0,21.0,963.0,77.0,3.0
716,2.0,27.0,4.0,16.0,7.0,13.0,3381.0,58.0,12657.0,3322.0,10.55,21.11,13.32,246.0,8790.0,5.31,2.98,24310.0,8849.0,6.0,40.0,26.0,1793.0,17182.0,15.0,2.0,4.0,13.0,2.0,26.0,2.0,45643.0,120758.0,145.0,290.0,183.0,120758.0,5.0,4.0,73.0,41.0,6.0,11.0,2.0,5.0,2.0,27.0,4.0,16.0,7.0,11.0,5.0,527.0,6.0,2.0
5005,0.0,0.0,0.0,0.0,0.0,1.0,41762.0,58.0,10624.0,5390.0,5.47,19.69,5.47,2052.0,5234.0,3.28,1.13,9710.0,4926.0,1.0,18.0,5.0,12768.0,4784.0,8.0,2.0,4.0,3.0,13.0,5.0,4.0,4926.0,4784.0,5.0,18.0,5.0,4784.0,7.0,6.0,3.0,20.5,1.0,1.0,2.0,10.0,7.0,35.0,13.0,16.0,13.0,1.0,0.0,850.0,26.0,3.0
1399,1.0,2.0,0.0,1.0,1.0,5.0,41762.0,2.0,11520.0,4764.0,5.17,20.69,5.17,2052.0,6490.0,10.99,0.65,17819.0,7369.0,5.0,32.0,8.0,12768.0,10038.0,32.0,2.0,4.0,17.0,2.0,8.0,4.0,7369.0,10038.0,8.0,32.0,8.0,10038.0,7.0,6.0,17.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,1321.0,20.0,4.0
8855,0.0,3.0,0.0,2.0,0.0,98.0,41762.0,58.0,16021.0,6576.0,9.48,11.85,5.92,2052.0,9248.0,2.37,1.18,13522.0,5551.0,26.0,10.0,5.0,12768.0,7806.0,4.0,2.0,4.0,2.0,13.0,5.0,1.0,5551.0,7806.0,8.0,10.0,5.0,7806.0,7.0,6.0,2.0,1.0,8.0,15.0,2.0,10.0,7.0,3.0,13.0,2.0,13.0,0.0,0.0,1445.0,6.0,5.0
11367,10.0,47.0,6.0,29.0,12.0,5.0,7363.0,7.0,10854.0,2071.0,8.66,24.42,16.3,360.0,8580.0,6.51,5.73,23333.0,5629.0,2.0,47.0,37.0,3053.0,17103.0,47.0,6.0,3.0,13.0,6.0,37.0,3.0,42310.0,175297.0,177.0,499.0,333.0,175297.0,18.0,2.0,133.0,117.0,4.0,17.0,2.0,13.0,10.0,47.0,6.0,29.0,12.0,17.0,13.0,649.0,19.0,2.0
5218,1.0,9.0,2.0,1.0,6.0,50.0,39794.0,2.0,2270.0,536.0,8.59,7.06,1.14,7593.0,1656.0,3.43,1.13,3622.0,794.0,21.0,15.0,4.0,13327.0,3079.0,7.0,2.0,4.0,6.0,2.0,4.0,4.0,2808.0,8678.0,45.0,37.0,6.0,8678.0,7.0,6.0,18.0,20.5,4.0,5.0,2.0,10.0,1.0,9.0,2.0,1.0,6.0,5.0,0.0,348.0,32.0,1.0
13425,1.0,11.0,2.0,4.0,5.0,46.0,31729.0,26.0,4437.0,1508.0,10.8,6.48,4.5,5710.0,2761.0,1.8,2.34,17254.0,6943.0,21.0,30.0,21.0,14226.0,10082.0,6.0,1.0,4.0,8.0,11.0,21.0,4.0,8382.0,15343.0,60.0,36.0,25.0,15343.0,1.0,6.0,10.0,13.0,5.0,5.0,2.0,10.0,1.0,11.0,2.0,4.0,5.0,5.0,0.0,1858.0,53.0,6.0
11837,9.0,37.0,13.0,11.0,13.0,35.0,3005.0,64.0,9637.0,3831.0,7.32,13.25,3.85,127.0,5663.0,7.45,0.21,20027.0,10165.0,12.0,32.0,12.0,2996.0,10597.0,18.0,1.0,4.0,16.0,8.0,12.0,1.0,90521.0,133810.0,173.0,313.0,91.0,133810.0,3.0,11.0,176.0,5.0,11.0,19.0,2.0,8.0,9.0,37.0,13.0,11.0,13.0,19.0,8.0,966.0,12.0,3.0
12281,1.0,12.0,8.0,2.0,2.0,98.0,41762.0,10.0,8555.0,2040.0,11.33,15.66,6.0,2052.0,6430.0,4.33,1.67,14137.0,5994.0,26.0,30.0,10.0,12768.0,9876.0,9.0,2.0,3.0,10.0,4.0,10.0,4.0,12245.0,38599.0,68.0,94.0,36.0,38599.0,7.0,3.0,26.0,10.0,3.0,5.0,2.0,2.0,1.0,12.0,8.0,2.0,2.0,5.0,2.0,1573.0,98.0,4.0
40,26.0,375.0,158.0,105.0,112.0,159.0,95845.0,56.0,11959.0,3192.0,7.78,20.87,10.83,600.0,8422.0,6.02,2.56,40058.0,19308.0,22.0,55.0,34.0,8110.0,20147.0,20.0,4.0,5.0,25.0,18.0,34.0,6.0,510130.0,1346021.0,1243.0,3336.0,1731.0,1346021.0,36.0,50.0,962.0,409.0,70.0,134.0,1.0,63.0,26.0,375.0,158.0,105.0,112.0,134.0,63.0,2694.0,85.0,9.0
9579,0.0,3.0,0.0,1.0,2.0,19.0,15011.0,2.0,1167.0,276.0,10.48,2.91,0.58,8744.0,883.0,0.58,1.13,1513.0,473.0,15.0,3.0,1.0,10976.0,1027.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,473.0,1517.0,18.0,5.0,1.0,1517.0,7.0,6.0,1.0,20.5,2.0,2.0,2.0,10.0,7.0,3.0,13.0,1.0,2.0,2.0,0.0,1160.0,31.0,3.0
8917,16.0,97.0,31.0,43.0,23.0,170.0,75757.0,233.0,9797.0,3718.0,8.16,15.58,4.51,1932.0,5853.0,8.34,0.46,22368.0,10774.0,50.0,34.0,12.0,20452.0,11534.0,24.0,2.0,4.0,25.0,25.0,12.0,10.0,145811.0,229538.0,320.0,611.0,177.0,229538.0,7.0,11.0,327.0,18.0,23.0,35.0,2.0,12.0,16.0,97.0,31.0,43.0,23.0,35.0,12.0,1007.0,32.0,3.0
2584,2.0,25.0,11.0,5.0,9.0,34.0,23285.0,51.0,9119.0,1668.0,7.87,19.41,9.91,2379.0,7208.0,6.33,2.55,14532.0,5370.0,19.0,31.0,18.0,8359.0,12667.0,10.0,2.0,4.0,11.0,23.0,18.0,7.0,16329.0,70554.0,77.0,190.0,97.0,70554.0,5.0,6.0,62.0,25.0,5.0,8.0,2.0,3.0,2.0,25.0,11.0,5.0,9.0,8.0,3.0,1535.0,42.0,5.0
1047,2.0,17.0,6.0,7.0,4.0,48.0,32729.0,23.0,7935.0,2910.0,6.64,17.92,5.48,5430.0,4897.0,11.12,0.83,19675.0,8010.0,21.0,45.0,14.0,14945.0,11479.0,45.0,2.0,4.0,28.0,12.0,14.0,3.0,17540.0,29516.0,40.0,108.0,33.0,29516.0,2.0,6.0,67.0,5.0,1.0,5.0,2.0,4.0,2.0,17.0,6.0,7.0,4.0,5.0,4.0,992.0,2.0,3.0
7199,13.0,95.0,25.0,45.0,25.0,56.0,37030.0,40.0,13873.0,5282.0,7.38,19.63,8.87,1059.0,8440.0,9.96,1.37,28958.0,12678.0,30.0,38.0,24.0,15595.0,15927.0,38.0,2.0,4.0,22.0,18.0,24.0,3.0,184624.0,294981.0,258.0,686.0,310.0,294981.0,7.0,4.0,348.0,48.0,10.0,32.0,2.0,22.0,13.0,95.0,25.0,45.0,25.0,32.0,22.0,162.0,64.0,0.0
1453,45.0,545.0,216.0,156.0,172.0,253.0,127058.0,261.0,10606.0,2491.0,9.37,20.95,11.4,441.0,7791.0,5.44,2.19,39197.0,9270.0,32.0,67.0,41.0,14143.0,25189.0,17.0,6.0,5.0,22.0,16.0,41.0,13.0,717759.0,2245355.0,2700.0,6037.0,3285.0,2245355.0,269.0,106.0,1569.0,631.0,145.0,275.0,6.0,124.0,45.0,545.0,216.0,156.0,172.0,275.0,124.0,1461.0,67.0,5.0
6781,2.0,13.0,2.0,6.0,5.0,1.0,9836.0,9.0,12594.0,5624.0,6.63,18.94,10.42,3105.0,6889.0,7.58,3.79,18184.0,9054.0,1.0,29.0,16.0,6460.0,11511.0,29.0,1.0,4.0,12.0,5.0,16.0,4.0,17813.0,21821.0,21.0,60.0,33.0,21821.0,1.0,6.0,24.0,12.0,8.0,3.0,1.0,10.0,2.0,13.0,2.0,6.0,5.0,3.0,0.0,1480.0,85.0,7.0
4138,7.0,72.0,24.0,22.0,26.0,216.0,95694.0,157.0,12802.0,2828.0,7.67,18.99,6.28,3019.0,5986.0,7.6,0.57,75491.0,10920.0,41.0,51.0,16.0,17546.0,14605.0,21.0,1.0,3.0,20.0,27.0,16.0,3.0,89657.0,189761.0,243.0,602.0,199.0,189761.0,4.0,2.0,241.0,18.0,14.0,26.0,2.0,12.0,7.0,72.0,24.0,22.0,26.0,26.0,12.0,869.0,53.0,3.0
10155,5.0,45.0,12.0,20.0,13.0,172.0,64506.0,99.0,7488.0,2581.0,6.63,14.32,4.61,3421.0,4690.0,8.86,0.42,17842.0,6674.0,45.0,36.0,15.0,15230.0,13328.0,14.0,2.0,3.0,33.0,22.0,15.0,1.0,48680.0,88455.0,125.0,270.0,87.0,88455.0,7.0,2.0,167.0,8.0,4.0,16.0,2.0,12.0,5.0,45.0,12.0,20.0,13.0,16.0,12.0,2096.0,91.0,5.0
10545,73.0,535.0,165.0,155.0,214.0,2292.0,1054720.0,1591.0,10181.0,3486.0,5.41,16.66,6.63,3970.0,6185.0,6.41,0.84,36884.0,16499.0,59.0,57.0,41.0,20990.0,23195.0,23.0,3.0,5.0,25.0,41.0,41.0,16.0,926110.0,1643042.0,1438.0,4425.0,1761.0,1643042.0,21.0,52.0,1703.0,222.0,97.0,228.0,6.0,125.0,73.0,535.0,165.0,155.0,214.0,228.0,125.0,1439.0,50.0,4.0
5517,8.0,81.0,28.0,19.0,34.0,191.0,76234.0,158.0,8903.0,2586.0,6.43,19.9,8.46,2170.0,6228.0,6.63,1.65,23781.0,12987.0,36.0,54.0,24.0,19633.0,19131.0,54.0,3.0,3.0,22.0,27.0,24.0,8.0,90824.0,218751.0,226.0,699.0,297.0,218751.0,10.0,10.0,233.0,58.0,13.0,29.0,2.0,16.0,8.0,81.0,28.0,19.0,34.0,29.0,16.0,594.0,96.0,1.0
9583,4.0,34.0,5.0,7.0,22.0,231.0,135604.0,19.0,4234.0,1835.0,6.73,11.36,2.29,6475.0,2378.0,6.06,0.33,15961.0,8876.0,45.0,39.0,10.0,17878.0,7294.0,39.0,2.0,5.0,26.0,4.0,10.0,4.0,38428.0,49795.0,141.0,238.0,48.0,49795.0,4.0,5.0,127.0,7.0,8.0,16.0,2.0,8.0,4.0,34.0,5.0,7.0,22.0,16.0,8.0,181.0,80.0,0.0
2745,45.0,322.0,82.0,109.0,131.0,358.0,57424.0,430.0,11481.0,3264.0,6.45,21.42,8.9,482.0,8033.0,7.71,0.77,32524.0,14793.0,42.0,64.0,24.0,12108.0,18155.0,24.0,2.0,5.0,24.0,15.0,24.0,4.0,388774.0,956904.0,768.0,2551.0,1060.0,956904.0,45.0,51.0,918.0,92.0,35.0,100.0,5.0,60.0,45.0,322.0,82.0,109.0,131.0,100.0,60.0,745.0,68.0,2.0
162,2.0,23.0,3.0,9.0,11.0,69.0,40599.0,54.0,6652.0,2540.0,8.9,10.06,2.77,2960.0,4012.0,5.18,0.29,19332.0,6456.0,29.0,26.0,7.0,15410.0,12865.0,11.0,2.0,4.0,11.0,14.0,7.0,4.0,34833.0,55025.0,122.0,138.0,38.0,55025.0,7.0,6.0,71.0,4.0,13.0,14.0,2.0,1.0,2.0,23.0,3.0,9.0,11.0,14.0,1.0,119.0,65.0,0.0
3652,6.0,91.0,45.0,14.0,32.0,2.0,27684.0,38.0,9468.0,2704.0,8.62,18.56,8.95,567.0,6440.0,6.88,2.17,25587.0,11935.0,1.0,47.0,26.0,5274.0,18739.0,47.0,3.0,4.0,23.0,13.0,26.0,7.0,132008.0,314393.0,421.0,906.0,437.0,314393.0,39.0,8.0,336.0,106.0,27.0,46.0,2.0,19.0,6.0,91.0,45.0,14.0,32.0,46.0,19.0,282.0,9.0,1.0
1942,1.0,40.0,10.0,14.0,16.0,26.0,3108.0,11.0,11537.0,3380.0,8.23,20.6,11.59,187.0,8041.0,4.92,3.42,19447.0,7328.0,24.0,41.0,27.0,2893.0,14110.0,11.0,1.0,3.0,13.0,8.0,27.0,3.0,56289.0,133912.0,137.0,343.0,193.0,133912.0,3.0,3.0,82.0,57.0,8.0,14.0,2.0,6.0,1.0,40.0,10.0,14.0,16.0,14.0,6.0,301.0,14.0,1.0
11225,3.0,35.0,6.0,15.0,14.0,27.0,28975.0,37.0,9278.0,2845.0,7.55,14.27,7.95,1430.0,6345.0,5.78,2.17,24905.0,11179.0,7.0,38.0,21.0,8812.0,13612.0,38.0,2.0,4.0,20.0,12.0,21.0,3.0,57625.0,128526.0,153.0,289.0,161.0,128526.0,7.0,2.0,117.0,44.0,11.0,17.0,2.0,6.0,3.0,35.0,6.0,15.0,14.0,17.0,6.0,2803.0,28.0,9.0
5950,3.0,33.0,12.0,8.0,13.0,98.0,104.0,58.0,10201.0,1939.0,5.81,21.41,11.38,6.12,8140.0,6.86,2.82,22835.0,5829.0,26.0,42.0,31.0,69.0,16856.0,17.0,3.0,3.0,14.0,3.0,31.0,3.0,33046.0,138748.0,99.0,365.0,194.0,138748.0,9.0,1.0,117.0,48.0,4.0,15.0,2.0,11.0,3.0,33.0,12.0,8.0,13.0,15.0,11.0,543.0,81.0,1.0
5229,1.0,4.0,0.0,0.0,4.0,29.0,11577.0,4.0,8856.0,1967.0,7.02,16.38,8.97,4515.0,6788.0,7.02,1.56,11593.0,5042.0,29.0,22.0,17.0,11577.0,11333.0,6.0,2.0,4.0,10.0,5.0,17.0,4.0,5042.0,17402.0,18.0,42.0,23.0,17402.0,7.0,6.0,18.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,13.0,16.0,4.0,2.0,1.0,273.0,99.0,0.0
4757,6.0,30.0,5.0,18.0,7.0,150.0,81938.0,63.0,10151.0,3166.0,7.56,13.3,5.64,4360.0,5875.0,6.01,1.06,45154.0,15460.0,41.0,43.0,19.0,18038.0,29688.0,11.0,1.0,3.0,27.0,17.0,19.0,6.0,59485.0,110404.0,142.0,250.0,106.0,110404.0,1.0,1.0,113.0,20.0,11.0,15.0,2.0,4.0,6.0,30.0,5.0,18.0,7.0,15.0,4.0,1987.0,35.0,6.0
1397,6.0,34.0,7.0,10.0,17.0,188.0,64357.0,113.0,8463.0,3391.0,6.32,15.28,4.78,5494.0,4857.0,7.43,1.02,18953.0,8528.0,35.0,30.0,11.0,11020.0,10020.0,30.0,1.0,3.0,19.0,22.0,11.0,15.0,39719.0,56892.0,74.0,179.0,56.0,56892.0,1.0,1.0,87.0,12.0,6.0,12.0,2.0,6.0,6.0,34.0,7.0,10.0,17.0,12.0,6.0,127.0,47.0,0.0
2417,0.0,7.0,4.0,0.0,3.0,98.0,367.0,1.0,10728.0,3200.0,7.89,18.33,8.91,93.38,7275.0,6.87,1.27,18958.0,6592.0,26.0,44.0,20.0,358.0,12245.0,15.0,2.0,4.0,15.0,3.0,20.0,1.0,12571.0,28581.0,31.0,72.0,35.0,28581.0,7.0,4.0,27.0,5.0,8.0,3.0,2.0,2.0,7.0,7.0,4.0,16.0,3.0,3.0,2.0,1899.0,86.0,5.0
1360,2.0,8.0,1.0,6.0,1.0,58.0,40561.0,36.0,4878.0,1711.0,5.62,9.97,3.99,7352.0,3148.0,2.54,0.36,14459.0,5622.0,28.0,17.0,14.0,15606.0,8837.0,5.0,2.0,4.0,5.0,20.0,14.0,4.0,9438.0,17368.0,31.0,55.0,22.0,17368.0,7.0,6.0,14.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,6.0,1.0,4.0,2.0,593.0,79.0,1.0
4419,21.0,166.0,53.0,62.0,51.0,201.0,124261.0,237.0,9871.0,2571.0,6.85,20.66,10.6,1461.0,7136.0,5.56,1.65,26248.0,10139.0,37.0,65.0,42.0,19945.0,21366.0,25.0,7.0,6.0,22.0,34.0,42.0,5.0,218719.0,606969.0,583.0,1757.0,902.0,606969.0,73.0,33.0,473.0,140.0,35.0,71.0,2.0,36.0,21.0,166.0,53.0,62.0,51.0,71.0,36.0,4839.0,11.0,15.0
5895,40.0,329.0,111.0,125.0,93.0,132.0,82729.0,158.0,11099.0,3458.0,8.47,19.16,11.23,481.0,7533.0,5.61,3.3,31547.0,18957.0,25.0,55.0,39.0,11724.0,21101.0,16.0,2.0,5.0,27.0,15.0,39.0,5.0,594955.0,1296238.0,1457.0,3297.0,1933.0,1296238.0,32.0,40.0,966.0,568.0,68.0,145.0,1.0,76.0,40.0,329.0,111.0,125.0,93.0,145.0,76.0,1155.0,47.0,5.0
4811,0.0,0.0,0.0,0.0,0.0,1.0,560.0,58.0,12921.0,2405.0,7.54,10.56,4.53,845.0,10517.0,7.54,1.13,8014.0,1344.0,1.0,7.0,3.0,560.0,6670.0,4.0,2.0,4.0,5.0,13.0,3.0,4.0,1594.0,6971.0,5.0,7.0,3.0,6971.0,7.0,6.0,5.0,20.5,8.0,15.0,2.0,10.0,7.0,35.0,13.0,16.0,13.0,0.0,0.0,420.0,60.0,1.0
1712,24.0,162.0,45.0,60.0,57.0,285.0,35675.0,199.0,12307.0,4239.0,5.02,21.9,8.62,656.0,7988.0,6.53,1.14,28490.0,12505.0,34.0,50.0,22.0,10659.0,15625.0,31.0,3.0,4.0,21.0,19.0,22.0,1.0,230503.0,434372.0,273.0,1191.0,469.0,434372.0,25.0,13.0,355.0,62.0,15.0,46.0,2.0,31.0,24.0,162.0,45.0,60.0,57.0,46.0,31.0,1486.0,11.0,5.0
6012,2.0,18.0,7.0,7.0,4.0,12.0,11854.0,27.0,8469.0,2695.0,7.81,11.13,4.02,935.0,5544.0,4.1,0.71,16264.0,7964.0,9.0,26.0,13.0,10292.0,11915.0,10.0,2.0,4.0,15.0,9.0,13.0,1.0,34150.0,70260.0,99.0,141.0,51.0,70260.0,3.0,2.0,52.0,9.0,9.0,11.0,2.0,2.0,2.0,18.0,7.0,7.0,4.0,11.0,2.0,2399.0,94.0,7.0
11933,1.0,13.0,5.0,4.0,4.0,80.0,51586.0,64.0,5490.0,1655.0,5.66,10.77,1.83,9420.0,3776.0,2.74,1.13,8522.0,3094.0,27.0,16.0,3.0,13299.0,6224.0,7.0,2.0,4.0,4.0,21.0,3.0,8.0,9062.0,20675.0,31.0,59.0,10.0,20675.0,7.0,6.0,15.0,20.5,3.0,5.0,2.0,2.0,1.0,13.0,5.0,4.0,4.0,5.0,2.0,5812.0,53.0,18.0
6611,1.0,27.0,12.0,6.0,9.0,19.0,22374.0,22.0,11445.0,4408.0,6.2,17.91,9.37,3082.0,6938.0,6.34,1.38,17457.0,8609.0,14.0,32.0,12.0,4315.0,9827.0,14.0,2.0,3.0,14.0,8.0,12.0,3.0,31996.0,50365.0,45.0,130.0,68.0,50365.0,4.0,1.0,46.0,10.0,4.0,8.0,2.0,4.0,1.0,27.0,12.0,6.0,9.0,8.0,4.0,1624.0,28.0,5.0
5581,6.0,28.0,5.0,17.0,6.0,186.0,94177.0,7.0,12505.0,3474.0,5.25,22.65,6.7,10510.0,8837.0,12.16,0.33,28896.0,12517.0,50.0,50.0,16.0,23123.0,16284.0,17.0,2.0,4.0,31.0,7.0,16.0,6.0,31127.0,79184.0,47.0,203.0,60.0,79184.0,7.0,2.0,109.0,3.0,8.0,6.0,2.0,4.0,6.0,28.0,5.0,17.0,6.0,6.0,4.0,2418.0,24.0,9.0
6631,9.0,52.0,9.0,21.0,22.0,255.0,141003.0,117.0,6170.0,1559.0,7.61,12.68,5.18,5367.0,4402.0,6.36,0.84,19930.0,7321.0,39.0,40.0,16.0,16914.0,10881.0,40.0,2.0,3.0,18.0,21.0,16.0,2.0,40955.0,115652.0,200.0,333.0,136.0,115652.0,5.0,2.0,167.0,22.0,12.0,25.0,2.0,13.0,9.0,52.0,9.0,21.0,22.0,25.0,13.0,2880.0,62.0,8.0
11801,3.0,33.0,12.0,13.0,8.0,73.0,53196.0,33.0,9263.0,3205.0,6.65,15.88,7.54,4311.0,5911.0,5.75,1.38,18952.0,7089.0,23.0,35.0,17.0,13606.0,12296.0,11.0,2.0,3.0,15.0,8.0,17.0,1.0,39546.0,72935.0,82.0,196.0,93.0,72935.0,3.0,1.0,71.0,17.0,6.0,12.0,2.0,6.0,3.0,33.0,12.0,13.0,8.0,12.0,6.0,396.0,38.0,1.0
5573,32.0,162.0,60.0,45.0,57.0,97.0,43927.0,275.0,9585.0,2685.0,6.45,15.69,6.19,623.0,6725.0,6.48,0.44,22012.0,7810.0,31.0,42.0,24.0,10923.0,16785.0,17.0,2.0,5.0,24.0,16.0,24.0,4.0,189285.0,474030.0,455.0,1106.0,436.0,474030.0,3.0,26.0,457.0,31.0,26.0,61.0,4.0,31.0,32.0,162.0,60.0,45.0,57.0,61.0,31.0,2263.0,52.0,6.0
7909,2.0,41.0,13.0,13.0,15.0,34.0,35075.0,33.0,9604.0,3600.0,7.39,15.61,5.45,1516.0,5776.0,5.84,1.34,29181.0,13693.0,15.0,39.0,17.0,13460.0,18295.0,12.0,1.0,3.0,17.0,9.0,17.0,1.0,83272.0,133615.0,171.0,361.0,126.0,133615.0,4.0,4.0,135.0,31.0,12.0,21.0,2.0,9.0,2.0,41.0,13.0,13.0,15.0,21.0,9.0,1347.0,5.0,5.0
5576,8.0,105.0,42.0,28.0,35.0,125.0,58822.0,54.0,9239.0,3038.0,7.87,15.73,7.91,1218.0,6093.0,4.24,1.18,25877.0,11335.0,30.0,54.0,28.0,12776.0,18441.0,16.0,3.0,4.0,18.0,10.0,28.0,1.0,146776.0,294320.0,380.0,760.0,382.0,294320.0,23.0,8.0,205.0,57.0,27.0,43.0,2.0,16.0,8.0,105.0,42.0,28.0,35.0,43.0,16.0,1655.0,11.0,6.0
