,competitiveStats.awards.cards,competitiveStats.awards.medals,competitiveStats.awards.medalsBronze,competitiveStats.awards.medalsGold,competitiveStats.awards.medalsSilver,competitiveStats.careerStats.allHeroes.assists.defensiveAssists,competitiveStats.careerStats.allHeroes.assists.healingDone,competitiveStats.careerStats.allHeroes.assists.offensiveAssists,competitiveStats.careerStats.allHeroes.average.allDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.barrierDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.deathsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.eliminationsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.finalBlowsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.healingDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.heroDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.objectiveKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.soloKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.best.allDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.barrierDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.defensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.eliminationsMostInGame,competitiveStats.careerStats.allHeroes.best.finalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.healingDoneMostInGame,competitiveStats.careerStats.allHeroes.best.heroDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.killsStreakBest,competitiveStats.careerStats.allHeroes.best.meleeFinalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.multikillsBest,competitiveStats.careerStats.allHeroes.best.objectiveKillsMostInGame,competitiveStats.careerStats.allHeroes.best.offensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.soloKillsMostInGame,competitiveStats.careerStats.allHeroes.best.turretsDestroyedMostInGame,competitiveStats.careerStats.allHeroes.combat.barrierDamageDone,competitiveStats.careerStats.allHeroes.combat.damageDone,competitiveStats.careerStats.allHeroes.combat.deaths,competitiveStats.careerStats.allHeroes.combat.eliminations,competitiveStats.careerStats.allHeroes.combat.finalBlows,competitiveStats.careerStats.allHeroes.combat.heroDamageDone,competitiveStats.careerStats.allHeroes.combat.meleeFinalBlows,competitiveStats.careerStats.allHeroes.combat.multikills,competitiveStats.careerStats.allHeroes.combat.objectiveKills,competitiveStats.careerStats.allHeroes.combat.soloKills,competitiveStats.careerStats.allHeroes.game.gamesLost,competitiveStats.careerStats.allHeroes.game.gamesPlayed,competitiveStats.careerStats.allHeroes.game.gamesTied,competitiveStats.careerStats.allHeroes.game.gamesWon,competitiveStats.careerStats.allHeroes.matchAwards.cards,competitiveStats.careerStats.allHeroes.matchAwards.medals,competitiveStats.careerStats.allHeroes.matchAwards.medalsBronze,competitiveStats.careerStats.allHeroes.matchAwards.medalsGold,competitiveStats.careerStats.allHeroes.matchAwards.medalsSilver,competitiveStats.games.played,competitiveStats.games.won,gamesWon,level,prestige
8359,3.0,19.0,4.0,6.0,9.0,150.0,61546.0,30.0,7609.0,2751.0,7.52,14.59,5.05,5646.0,4591.0,5.69,0.73,23382.0,8665.0,43.0,34.0,23.0,16288.0,13697.0,12.0,2.0,4.0,17.0,15.0,23.0,4.0,29991.0,50044.0,82.0,159.0,55.0,50044.0,7.0,9.0,62.0,8.0,5.0,8.0,2.0,3.0,3.0,19.0,4.0,6.0,9.0,8.0,3.0,512.0,18.0,2.0
6441,7.0,121.0,39.0,38.0,44.0,174.0,126860.0,115.0,9201.0,2896.0,7.8,14.3,6.46,2374.0,6174.0,4.96,1.5,27945.0,8062.0,28.0,56.0,38.0,17433.0,19883.0,16.0,1.0,3.0,15.0,16.0,38.0,1.0,154767.0,329890.0,417.0,764.0,345.0,329890.0,3.0,9.0,265.0,80.0,31.0,49.0,1.0,17.0,7.0,121.0,39.0,38.0,44.0,49.0,17.0,585.0,83.0,2.0
809,2.0,6.0,0.0,4.0,1.0,25.0,20953.0,3.0,6291.0,2415.0,9.85,10.67,2.46,8598.0,3703.0,4.92,1.64,9746.0,2736.0,20.0,22.0,6.0,13164.0,6867.0,7.0,2.0,4.0,11.0,3.0,6.0,4.0,5885.0,9024.0,24.0,26.0,6.0,9024.0,7.0,6.0,12.0,4.0,3.0,3.0,2.0,10.0,2.0,6.0,13.0,4.0,1.0,3.0,0.0,719.0,46.0,2.0
4471,2.0,48.0,11.0,13.0,24.0,10.0,3918.0,2.0,10816.0,3215.0,9.48,16.22,8.62,211.0,7484.0,5.17,1.19,23607.0,10972.0,6.0,41.0,21.0,1160.0,12458.0,12.0,3.0,5.0,17.0,3.0,21.0,6.0,59670.0,138902.0,176.0,301.0,160.0,138902.0,8.0,7.0,96.0,22.0,10.0,16.0,1.0,5.0,2.0,48.0,11.0,13.0,24.0,16.0,5.0,4843.0,3.0,21.0
184,1.0,14.0,3.0,5.0,6.0,61.0,30892.0,43.0,3835.0,1480.0,9.02,6.37,2.84,3028.0,2270.0,2.55,0.1,12046.0,5028.0,20.0,19.0,7.0,11886.0,6618.0,9.0,2.0,4.0,9.0,10.0,7.0,4.0,15100.0,23158.0,92.0,65.0,29.0,23158.0,7.0,1.0,26.0,1.0,6.0,10.0,2.0,4.0,1.0,14.0,3.0,5.0,6.0,10.0,4.0,892.0,65.0,4.0
4447,9.0,48.0,10.0,19.0,19.0,297.0,148849.0,165.0,5559.0,2359.0,5.82,8.87,2.09,6771.0,3142.0,4.41,0.05,14743.0,6901.0,29.0,24.0,8.0,14704.0,9604.0,12.0,2.0,3.0,16.0,20.0,8.0,2.0,51866.0,69072.0,128.0,195.0,46.0,69072.0,3.0,2.0,97.0,1.0,9.0,23.0,1.0,13.0,9.0,48.0,10.0,19.0,19.0,23.0,13.0,1052.0,90.0,3.0
8563,2.0,14.0,3.0,4.0,7.0,142.0,68219.0,47.0,5123.0,1509.0,7.53,7.91,2.57,6505.0,2576.0,3.24,0.19,21113.0,3546.0,36.0,21.0,7.0,18811.0,8019.0,11.0,2.0,4.0,14.0,21.0,7.0,4.0,15822.0,27010.0,79.0,83.0,27.0,27010.0,7.0,6.0,34.0,2.0,4.0,8.0,2.0,4.0,2.0,14.0,3.0,4.0,7.0,8.0,4.0,580.0,39.0,2.0
183,3.0,29.0,1.0,9.0,19.0,251.0,134373.0,200.0,5788.0,2479.0,4.91,15.68,3.34,9160.0,3132.0,4.77,0.07,10072.0,5145.0,36.0,31.0,6.0,17905.0,4959.0,16.0,2.0,3.0,10.0,26.0,6.0,4.0,36358.0,45938.0,72.0,230.0,49.0,45938.0,6.0,2.0,70.0,1.0,6.0,14.0,2.0,8.0,3.0,29.0,1.0,9.0,19.0,14.0,8.0,617.0,81.0,1.0
13017,2.0,7.0,1.0,3.0,3.0,47.0,39405.0,27.0,1702.0,718.0,7.74,5.53,0.83,10890.0,965.0,1.93,1.13,3488.0,1531.0,22.0,12.0,2.0,20494.0,1887.0,3.0,2.0,4.0,6.0,15.0,2.0,4.0,2597.0,3493.0,28.0,20.0,3.0,3493.0,7.0,6.0,7.0,20.5,2.0,3.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0,3.0,1.0,1708.0,98.0,6.0
4369,0.0,2.0,2.0,0.0,0.0,98.0,41762.0,58.0,9009.0,2977.0,12.5,10.41,3.12,2052.0,5606.0,4.17,1.04,8652.0,2858.0,26.0,10.0,3.0,12768.0,5383.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2858.0,5383.0,12.0,10.0,3.0,5383.0,7.0,6.0,4.0,1.0,1.0,1.0,2.0,10.0,7.0,2.0,2.0,16.0,13.0,1.0,0.0,1237.0,86.0,5.0
6030,0.0,17.0,3.0,6.0,8.0,2.0,448.0,58.0,10681.0,2497.0,8.73,21.07,13.84,55.85,8098.0,4.99,3.99,17803.0,4446.0,2.0,34.0,23.0,448.0,14768.0,12.0,3.0,3.0,9.0,13.0,23.0,1.0,20032.0,64956.0,70.0,169.0,111.0,64956.0,4.0,2.0,40.0,32.0,4.0,7.0,2.0,3.0,7.0,17.0,3.0,6.0,8.0,7.0,3.0,1383.0,17.0,5.0
4303,65.0,530.0,176.0,188.0,165.0,152.0,117897.0,1088.0,14226.0,6533.0,6.73,18.45,6.24,518.0,7477.0,7.81,0.75,39203.0,25835.0,35.0,53.0,25.0,14277.0,19122.0,21.0,5.0,6.0,30.0,36.0,25.0,7.0,1486808.0,1701559.0,1531.0,4198.0,1419.0,1701559.0,77.0,77.0,1778.0,170.0,93.0,192.0,5.0,94.0,65.0,530.0,176.0,188.0,165.0,192.0,94.0,426.0,45.0,1.0
109,1.0,31.0,13.0,10.0,8.0,10.0,9448.0,26.0,20073.0,3577.0,9.14,15.01,5.95,815.0,6122.0,6.38,1.98,51543.0,8093.0,8.0,43.0,17.0,2774.0,9804.0,11.0,2.0,3.0,15.0,12.0,17.0,4.0,41467.0,70978.0,106.0,174.0,69.0,70978.0,7.0,1.0,74.0,23.0,11.0,12.0,2.0,1.0,1.0,31.0,13.0,10.0,8.0,12.0,1.0,179.0,59.0,0.0
12591,2.0,22.0,7.0,5.0,10.0,53.0,21708.0,13.0,7337.0,3153.0,5.58,17.23,3.97,1346.0,4033.0,8.49,0.5,17763.0,9583.0,29.0,50.0,11.0,12527.0,12921.0,25.0,2.0,5.0,24.0,4.0,11.0,1.0,50866.0,65052.0,90.0,278.0,64.0,65052.0,7.0,4.0,137.0,8.0,4.0,12.0,2.0,8.0,2.0,22.0,7.0,5.0,10.0,12.0,8.0,212.0,97.0,0.0
8385,5.0,31.0,14.0,6.0,11.0,113.0,47831.0,58.0,6565.0,2281.0,8.55,14.38,3.99,3821.0,4260.0,5.43,0.64,14198.0,6588.0,47.0,29.0,10.0,12039.0,8123.0,29.0,1.0,5.0,11.0,15.0,10.0,1.0,28552.0,53322.0,107.0,180.0,50.0,53322.0,4.0,1.0,68.0,8.0,7.0,10.0,2.0,3.0,5.0,31.0,14.0,6.0,11.0,10.0,3.0,2360.0,84.0,6.0
8167,1.0,6.0,3.0,2.0,0.0,13.0,20437.0,10.0,6642.0,2657.0,6.11,11.58,3.22,6575.0,3984.0,3.54,1.13,18728.0,7398.0,13.0,29.0,9.0,20437.0,11328.0,9.0,1.0,4.0,6.0,10.0,9.0,4.0,8257.0,12385.0,19.0,36.0,10.0,12385.0,1.0,6.0,11.0,20.5,2.0,2.0,2.0,10.0,1.0,6.0,3.0,2.0,13.0,2.0,0.0,1495.0,5.0,6.0
6015,0.0,1.0,0.0,0.0,1.0,19.0,8386.0,3.0,4771.0,2290.0,8.86,11.82,3.94,8260.0,2398.0,3.94,1.13,4844.0,2325.0,19.0,12.0,4.0,8386.0,2435.0,6.0,2.0,4.0,4.0,3.0,4.0,4.0,2325.0,2435.0,9.0,12.0,4.0,2435.0,7.0,6.0,4.0,20.5,1.0,1.0,2.0,10.0,7.0,1.0,13.0,16.0,1.0,1.0,0.0,568.0,13.0,2.0
1371,12.0,88.0,27.0,35.0,26.0,2.0,36615.0,65.0,11081.0,3133.0,5.61,20.67,8.52,1135.0,7754.0,6.23,1.24,28328.0,9844.0,1.0,56.0,25.0,5702.0,19965.0,16.0,5.0,3.0,34.0,8.0,25.0,8.0,101104.0,250237.0,181.0,667.0,275.0,250237.0,32.0,4.0,201.0,40.0,10.0,29.0,2.0,19.0,12.0,88.0,27.0,35.0,26.0,29.0,19.0,306.0,94.0,0.0
12667,150.0,730.0,158.0,358.0,213.0,2469.0,1547000.0,1904.0,10375.0,3387.0,6.23,16.75,6.65,4523.0,6784.0,5.26,0.97,39842.0,17756.0,41.0,59.0,33.0,25702.0,25649.0,24.0,2.0,4.0,26.0,34.0,33.0,3.0,1158481.0,2320196.0,2132.0,5728.0,2276.0,2320196.0,54.0,56.0,1798.0,331.0,150.0,294.0,5.0,139.0,150.0,730.0,158.0,358.0,213.0,294.0,139.0,2013.0,50.0,8.0
5976,2.0,23.0,12.0,8.0,3.0,98.0,41762.0,58.0,7380.0,1239.0,4.92,29.16,9.26,2052.0,6077.0,7.55,0.91,12759.0,2272.0,26.0,44.0,14.0,12768.0,10476.0,44.0,1.0,3.0,15.0,13.0,14.0,4.0,10831.0,53139.0,43.0,255.0,81.0,53139.0,3.0,2.0,66.0,8.0,0.0,10.0,2.0,10.0,2.0,23.0,12.0,8.0,3.0,10.0,10.0,8137.0,22.0,22.0
10055,58.0,411.0,129.0,147.0,135.0,253.0,185559.0,262.0,10112.0,2822.0,6.97,19.3,9.9,1070.0,7066.0,7.73,1.91,46644.0,18723.0,29.0,53.0,37.0,14519.0,26953.0,53.0,4.0,4.0,30.0,14.0,37.0,8.0,489463.0,1225425.0,1209.0,3348.0,1717.0,1225425.0,73.0,48.0,1341.0,331.0,66.0,157.0,3.0,88.0,58.0,411.0,129.0,147.0,135.0,157.0,88.0,645.0,67.0,2.0
6047,0.0,16.0,6.0,3.0,7.0,18.0,5283.0,8.0,13715.0,5881.0,8.53,21.41,10.09,919.0,7606.0,7.66,2.44,21910.0,11304.0,12.0,46.0,19.0,1639.0,13733.0,11.0,1.0,3.0,18.0,7.0,19.0,8.0,33790.0,43702.0,49.0,123.0,58.0,43702.0,1.0,1.0,44.0,14.0,2.0,5.0,2.0,3.0,7.0,16.0,6.0,3.0,7.0,5.0,3.0,2640.0,3.0,8.0
8091,24.0,233.0,43.0,96.0,94.0,385.0,105143.0,189.0,9901.0,3317.0,5.98,18.8,7.15,1247.0,6400.0,7.0,0.87,32238.0,16265.0,31.0,46.0,22.0,14776.0,15972.0,46.0,3.0,5.0,25.0,16.0,22.0,7.0,279687.0,539725.0,504.0,1585.0,603.0,539725.0,32.0,23.0,590.0,73.0,36.0,76.0,3.0,37.0,24.0,233.0,43.0,96.0,94.0,76.0,37.0,1127.0,35.0,4.0
11953,2.0,17.0,10.0,3.0,4.0,98.0,3546.0,17.0,21663.0,4027.0,8.99,13.18,7.04,531.0,5908.0,5.09,1.65,53648.0,8486.0,26.0,33.0,15.0,1429.0,9107.0,15.0,2.0,3.0,18.0,11.0,15.0,2.0,26890.0,39450.0,60.0,88.0,47.0,39450.0,7.0,1.0,34.0,11.0,6.0,6.0,2.0,10.0,2.0,17.0,10.0,3.0,4.0,6.0,0.0,1867.0,42.0,7.0
2908,3.0,38.0,10.0,20.0,8.0,48.0,12827.0,76.0,10142.0,3615.0,6.94,19.21,9.12,899.0,6388.0,6.73,1.47,23910.0,7525.0,14.0,41.0,28.0,4491.0,17151.0,41.0,2.0,3.0,15.0,21.0,28.0,6.0,51550.0,91095.0,99.0,274.0,130.0,91095.0,5.0,3.0,96.0,21.0,9.0,13.0,2.0,4.0,3.0,38.0,10.0,20.0,8.0,13.0,4.0,828.0,92.0,2.0
10547,47.0,363.0,134.0,111.0,118.0,230.0,333190.0,533.0,8979.0,2268.0,6.71,18.71,10.57,2091.0,6485.0,4.83,3.3,26148.0,12392.0,17.0,50.0,33.0,18767.0,16723.0,50.0,8.0,4.0,18.0,18.0,33.0,12.0,361464.0,1033370.0,1070.0,2982.0,1684.0,1033370.0,118.0,19.0,769.0,526.0,59.0,140.0,3.0,78.0,47.0,363.0,134.0,111.0,118.0,140.0,78.0,529.0,2.0,2.0
1015,10.0,26.0,3.0,14.0,9.0,346.0,194224.0,133.0,2135.0,625.0,6.73,3.77,1.29,9265.0,1459.0,1.53,0.1,22125.0,6635.0,51.0,39.0,17.0,22615.0,14815.0,12.0,1.0,3.0,14.0,22.0,17.0,4.0,13104.0,30591.0,141.0,79.0,27.0,30591.0,1.0,1.0,32.0,2.0,9.0,15.0,2.0,6.0,10.0,26.0,3.0,14.0,9.0,15.0,6.0,4190.0,2.0,13.0
3286,8.0,70.0,21.0,24.0,25.0,155.0,64044.0,116.0,10800.0,2887.0,6.96,15.16,5.43,2228.0,7041.0,5.25,0.66,38207.0,10397.0,38.0,41.0,14.0,14614.0,16532.0,13.0,3.0,3.0,23.0,17.0,14.0,13.0,83003.0,202429.0,200.0,436.0,156.0,202429.0,7.0,3.0,151.0,19.0,15.0,25.0,2.0,10.0,8.0,70.0,21.0,24.0,25.0,25.0,10.0,1774.0,45.0,6.0
10593,7.0,29.0,8.0,16.0,5.0,98.0,41762.0,58.0,15489.0,4616.0,6.14,20.04,10.17,2052.0,10453.0,6.35,2.52,25997.0,11776.0,26.0,34.0,17.0,12768.0,18997.0,17.0,2.0,3.0,13.0,8.0,17.0,4.0,45829.0,103783.0,61.0,199.0,101.0,103783.0,6.0,1.0,63.0,25.0,4.0,9.0,2.0,5.0,7.0,29.0,8.0,16.0,5.0,9.0,5.0,1606.0,35.0,6.0
9111,2.0,25.0,12.0,6.0,7.0,10.0,14885.0,21.0,8359.0,2074.0,6.92,22.7,11.3,1515.0,6226.0,3.97,2.24,12831.0,5415.0,8.0,36.0,19.0,11970.0,10118.0,36.0,4.0,3.0,8.0,15.0,19.0,1.0,20376.0,61156.0,68.0,223.0,111.0,61156.0,13.0,2.0,39.0,22.0,2.0,10.0,2.0,8.0,2.0,25.0,12.0,6.0,7.0,10.0,8.0,598.0,34.0,3.0
8963,1.0,7.0,3.0,2.0,2.0,14.0,10104.0,16.0,5673.0,1327.0,9.76,10.67,2.5,2293.0,4318.0,3.63,1.13,10784.0,2144.0,14.0,28.0,7.0,10104.0,8518.0,7.0,2.0,5.0,8.0,10.0,7.0,4.0,5845.0,19025.0,43.0,47.0,11.0,19025.0,7.0,1.0,16.0,20.5,3.0,4.0,2.0,10.0,1.0,7.0,3.0,2.0,2.0,4.0,0.0,707.0,4.0,3.0
1338,8.0,54.0,23.0,19.0,12.0,104.0,62685.0,47.0,8562.0,1676.0,7.64,16.14,7.72,2468.0,6725.0,5.24,1.34,22388.0,7597.0,39.0,42.0,23.0,14798.0,14703.0,15.0,4.0,4.0,16.0,13.0,23.0,4.0,42575.0,170830.0,194.0,410.0,196.0,170830.0,9.0,5.0,133.0,34.0,12.0,21.0,2.0,9.0,8.0,54.0,23.0,19.0,12.0,21.0,9.0,210.0,63.0,0.0
12705,19.0,337.0,125.0,87.0,125.0,450.0,255064.0,351.0,10360.0,3275.0,7.53,18.63,7.55,1620.0,6887.0,6.35,1.09,29371.0,13517.0,31.0,60.0,23.0,15561.0,18834.0,23.0,4.0,5.0,22.0,28.0,23.0,14.0,515623.0,1084150.0,1185.0,2933.0,1189.0,1084150.0,90.0,41.0,999.0,172.0,59.0,134.0,3.0,72.0,19.0,337.0,125.0,87.0,125.0,134.0,72.0,1483.0,41.0,6.0
5966,5.0,43.0,7.0,22.0,14.0,138.0,47757.0,54.0,11012.0,3726.0,5.8,21.0,6.96,2520.0,7089.0,8.49,1.0,28799.0,12878.0,33.0,56.0,19.0,13649.0,15336.0,17.0,3.0,5.0,24.0,12.0,19.0,4.0,70614.0,134354.0,110.0,398.0,132.0,134354.0,11.0,7.0,161.0,19.0,5.0,15.0,2.0,10.0,5.0,43.0,7.0,22.0,14.0,15.0,10.0,6010.0,87.0,19.0
9757,0.0,5.0,1.0,2.0,2.0,98.0,41762.0,58.0,10797.0,3281.0,10.6,17.67,9.59,2052.0,7410.0,8.33,1.26,23318.0,9466.0,26.0,34.0,18.0,12768.0,13852.0,7.0,1.0,4.0,16.0,3.0,18.0,4.0,12994.0,29348.0,42.0,70.0,38.0,29348.0,2.0,6.0,33.0,5.0,2.0,3.0,1.0,10.0,7.0,5.0,1.0,2.0,2.0,3.0,0.0,1326.0,92.0,4.0
13895,1.0,18.0,5.0,9.0,4.0,99.0,78690.0,58.0,6872.0,1774.0,6.73,11.21,5.65,6534.0,4994.0,2.91,1.16,16113.0,4808.0,29.0,23.0,16.0,19273.0,11305.0,7.0,2.0,3.0,10.0,16.0,16.0,4.0,21364.0,60142.0,81.0,135.0,68.0,60142.0,7.0,1.0,35.0,14.0,7.0,10.0,2.0,3.0,1.0,18.0,5.0,9.0,4.0,10.0,3.0,2972.0,60.0,9.0
10931,5.0,31.0,8.0,13.0,10.0,55.0,33023.0,49.0,14509.0,3623.0,5.11,21.17,10.71,2679.0,8017.0,6.0,2.6,31914.0,6742.0,19.0,35.0,18.0,14193.0,15278.0,14.0,1.0,3.0,17.0,14.0,18.0,4.0,44662.0,98830.0,63.0,261.0,132.0,98830.0,2.0,8.0,74.0,32.0,1.0,11.0,1.0,9.0,5.0,31.0,8.0,13.0,10.0,11.0,9.0,750.0,0.0,3.0
12271,5.0,46.0,22.0,15.0,9.0,20.0,8962.0,24.0,11480.0,3908.0,8.37,19.6,10.2,419.0,7460.0,7.86,1.82,34630.0,13054.0,9.0,59.0,26.0,3787.0,21576.0,59.0,3.0,5.0,41.0,9.0,26.0,7.0,83555.0,159508.0,179.0,419.0,218.0,159508.0,14.0,6.0,168.0,39.0,7.0,17.0,2.0,10.0,5.0,46.0,22.0,15.0,9.0,17.0,10.0,1467.0,10.0,5.0
5913,0.0,4.0,1.0,0.0,3.0,98.0,41762.0,58.0,11637.0,5302.0,4.7,9.4,4.7,2052.0,6336.0,3.13,1.57,7432.0,3386.0,26.0,6.0,3.0,12768.0,4046.0,4.0,2.0,4.0,2.0,13.0,3.0,4.0,3386.0,4046.0,3.0,6.0,3.0,4046.0,7.0,6.0,2.0,1.0,1.0,1.0,2.0,10.0,7.0,4.0,1.0,16.0,3.0,1.0,0.0,1122.0,7.0,4.0
3757,4.0,21.0,4.0,11.0,6.0,40.0,18563.0,18.0,10338.0,3320.0,7.25,17.9,8.67,2638.0,6950.0,6.68,1.42,23776.0,5617.0,10.0,41.0,28.0,11746.0,18138.0,14.0,1.0,4.0,14.0,5.0,28.0,4.0,23361.0,48908.0,51.0,126.0,61.0,48908.0,1.0,6.0,47.0,10.0,4.0,7.0,2.0,3.0,4.0,21.0,4.0,11.0,6.0,7.0,3.0,2600.0,83.0,9.0
10929,52.0,855.0,342.0,243.0,269.0,557.0,350886.0,574.0,8461.0,2177.0,7.86,16.21,7.98,867.0,6088.0,5.69,2.08,25444.0,11210.0,28.0,45.0,33.0,14128.0,17817.0,45.0,5.0,5.0,27.0,21.0,33.0,14.0,880966.0,2463757.0,3182.0,6558.0,3229.0,2463757.0,102.0,44.0,2304.0,842.0,162.0,340.0,9.0,169.0,52.0,855.0,342.0,243.0,269.0,340.0,169.0,633.0,34.0,2.0
8727,3.0,21.0,6.0,9.0,6.0,88.0,55997.0,42.0,6267.0,2864.0,6.23,9.21,2.23,5207.0,3356.0,5.02,0.09,17803.0,8678.0,23.0,23.0,7.0,15059.0,9066.0,9.0,1.0,3.0,13.0,16.0,7.0,4.0,30802.0,36089.0,67.0,99.0,24.0,36089.0,1.0,1.0,54.0,1.0,5.0,10.0,2.0,5.0,3.0,21.0,6.0,9.0,6.0,10.0,5.0,4818.0,84.0,16.0
7201,0.0,3.0,0.0,0.0,2.0,65.0,41611.0,16.0,871.0,201.0,6.94,1.79,0.45,9312.0,607.0,0.45,1.13,2869.0,458.0,25.0,8.0,2.0,15511.0,2411.0,8.0,2.0,4.0,2.0,7.0,2.0,4.0,898.0,2713.0,31.0,8.0,2.0,2713.0,7.0,6.0,2.0,20.5,2.0,3.0,2.0,1.0,7.0,3.0,13.0,16.0,2.0,3.0,1.0,804.0,70.0,2.0
4476,5.0,49.0,16.0,16.0,17.0,105.0,70191.0,91.0,11305.0,4763.0,6.31,16.51,7.62,2701.0,6206.0,5.96,0.81,41530.0,24845.0,28.0,41.0,25.0,16441.0,18211.0,19.0,2.0,4.0,23.0,30.0,25.0,12.0,123793.0,161286.0,164.0,429.0,198.0,161286.0,10.0,6.0,155.0,21.0,15.0,19.0,2.0,4.0,5.0,49.0,16.0,16.0,17.0,19.0,4.0,991.0,75.0,2.0
8953,5.0,33.0,6.0,13.0,14.0,98.0,41762.0,30.0,8607.0,2402.0,9.11,15.47,5.93,2052.0,5995.0,8.23,0.19,18937.0,6301.0,26.0,37.0,15.0,12768.0,12357.0,15.0,2.0,3.0,19.0,7.0,15.0,4.0,38518.0,96116.0,146.0,248.0,95.0,96116.0,7.0,3.0,132.0,3.0,9.0,15.0,2.0,6.0,5.0,33.0,6.0,13.0,14.0,15.0,6.0,460.0,56.0,1.0
10523,3.0,24.0,6.0,13.0,5.0,98.0,1467.0,58.0,14930.0,4603.0,9.22,25.67,17.45,163.0,10186.0,9.11,2.56,30806.0,8681.0,26.0,61.0,45.0,1467.0,25978.0,19.0,3.0,4.0,24.0,13.0,45.0,5.0,41421.0,91672.0,83.0,231.0,157.0,91672.0,10.0,4.0,82.0,23.0,5.0,7.0,2.0,2.0,3.0,24.0,6.0,13.0,5.0,7.0,2.0,618.0,47.0,2.0
10419,0.0,23.0,11.0,3.0,9.0,98.0,10.0,58.0,12364.0,3915.0,9.85,17.38,10.91,0.73,8017.0,5.07,2.53,27286.0,8399.0,26.0,45.0,27.0,10.0,16566.0,10.0,3.0,3.0,12.0,13.0,27.0,1.0,55623.0,113914.0,140.0,247.0,155.0,113914.0,8.0,2.0,72.0,36.0,7.0,11.0,2.0,4.0,7.0,23.0,11.0,3.0,9.0,11.0,4.0,1247.0,7.0,4.0
4617,5.0,29.0,10.0,13.0,6.0,4.0,5309.0,1.0,12392.0,2423.0,8.72,22.88,14.38,396.0,9789.0,5.44,3.2,26618.0,9697.0,3.0,43.0,27.0,2311.0,20870.0,17.0,1.0,3.0,15.0,6.0,27.0,1.0,32513.0,131364.0,117.0,307.0,193.0,131364.0,3.0,3.0,73.0,43.0,5.0,11.0,2.0,6.0,5.0,29.0,10.0,13.0,6.0,11.0,6.0,128.0,47.0,0.0
12317,51.0,235.0,74.0,105.0,56.0,794.0,414962.0,474.0,8383.0,2511.0,7.3,13.39,6.05,3254.0,5663.0,5.02,0.71,28043.0,10778.0,53.0,39.0,19.0,22102.0,16986.0,16.0,1.0,5.0,30.0,20.0,19.0,5.0,320227.0,722261.0,931.0,1708.0,771.0,722261.0,5.0,42.0,640.0,91.0,47.0,111.0,2.0,62.0,51.0,235.0,74.0,105.0,56.0,111.0,62.0,1543.0,99.0,5.0
6703,3.0,46.0,22.0,9.0,15.0,202.0,119733.0,83.0,6594.0,2206.0,9.1,11.52,3.48,4677.0,4244.0,3.98,0.74,22857.0,8947.0,29.0,31.0,17.0,13565.0,12747.0,9.0,1.0,4.0,12.0,14.0,17.0,4.0,56475.0,108649.0,233.0,295.0,89.0,108649.0,1.0,4.0,102.0,19.0,17.0,23.0,2.0,6.0,3.0,46.0,22.0,9.0,15.0,23.0,6.0,1334.0,43.0,5.0
5564,2.0,19.0,4.0,9.0,6.0,13.0,6995.0,11.0,8888.0,2518.0,7.58,16.07,7.02,792.0,6149.0,8.72,0.68,22602.0,8938.0,9.0,28.0,14.0,5837.0,13570.0,13.0,2.0,4.0,23.0,4.0,14.0,4.0,22249.0,54325.0,67.0,142.0,62.0,54325.0,7.0,2.0,77.0,6.0,3.0,8.0,2.0,4.0,2.0,19.0,4.0,9.0,6.0,8.0,4.0,1788.0,63.0,6.0
6587,7.0,62.0,20.0,20.0,22.0,101.0,54854.0,72.0,12734.0,4430.0,6.52,20.56,9.78,2104.0,7801.0,8.09,1.53,27803.0,13968.0,35.0,47.0,29.0,14163.0,16823.0,21.0,3.0,4.0,21.0,10.0,29.0,6.0,115503.0,203404.0,170.0,536.0,255.0,203404.0,11.0,4.0,211.0,40.0,6.0,23.0,1.0,16.0,7.0,62.0,20.0,20.0,22.0,23.0,16.0,1528.0,4.0,5.0
6423,2.0,11.0,0.0,6.0,4.0,98.0,255.0,15.0,6553.0,1660.0,5.94,13.01,3.21,40.95,4756.0,5.62,0.16,14690.0,6414.0,26.0,29.0,6.0,255.0,8105.0,29.0,1.0,4.0,15.0,13.0,6.0,4.0,10334.0,29618.0,37.0,81.0,20.0,29618.0,1.0,6.0,35.0,1.0,2.0,5.0,1.0,2.0,2.0,11.0,13.0,6.0,4.0,5.0,2.0,2015.0,22.0,10.0
